"Date","city","variable","type","value","seven_day_rolling_average","fourteen_day_rolling_average","diff_7","subtract_7","diff_14","subtract_14","seven_trend_direction","fourteen_trend_direction","thirty_days_ago","organism","category","cat2","numDaysDownward","neg_limit"
2023-01-26,"FL",,"SOLID",4.58993317127909e-05,4.80230738896237e-05,6.41316524805987e-05,-0.401508778722391,-3.221715718195e-05,-0.163432728514327,-1.25288321767873e-05,"-10% to -99%","-10% to -99%","","Influenza A",,,,"above"
2023-01-29,"FL",,"SOLID",2.20463434947116e-05,4.25823306664325e-05,6.04233599221096e-05,-0.455916910439284,-3.56820585113543e-05,-0.180517387161288,-1.33101872886131e-05,"-10% to -99%","-10% to -99%","","Influenza A",,,,"below"
2023-01-30,"FL",,"SOLID",3.13313423863022e-05,3.74045467373678e-05,5.60762550663876e-05,-0.499591092007385,-3.73434166580396e-05,-0.221258117093013,-1.59325276859398e-05,"-10% to -99%","-10% to -99%","","Influenza A",,,,"above"
2023-02-01,"FL",,"SOLID",9.02339774784706e-06,2.98250553686737e-05,4.83005771528705e-05,-0.553357326297509,-3.69510435683934e-05,-0.337728145767793,-2.46310699407039e-05,"-10% to -99%","-10% to -99%","","Influenza A",,,,"below"
2023-02-02,"FL",,"SOLID",9.08285562745317e-06,2.47993012486086e-05,4.2037489097719e-05,-0.581627700838344,-3.44763756982209e-05,-0.449786821575022,-3.43646959936198e-05,"-10% to -99%","-10% to -99%","","Influenza A",,,,"below"
2023-02-03,"FL",,"SOLID",9.81849050827175e-06,2.17142996737727e-05,3.68014483288984e-05,-0.581520778438887,-3.01742973102514e-05,-0.518832399874151,-3.96821892212464e-05,"-10% to -99%","-10% to -99%","","Influenza A",,,,"below"
2023-02-06,"FL",,"SOLID",8.48870626974518e-06,1.93843525353031e-05,3.43385031490452e-05,-0.606749666419116,-2.99083012274842e-05,-0.537268897549373,-3.9869828573608e-05,"-10% to -99%","-10% to -99%","","Influenza A",,,,"below"
2023-02-07,"FL",,"SOLID",0,1.28273051477616e-05,3.04251895186926e-05,-0.73289287609444,-3.51957687418622e-05,-0.56831586950923,-4.00550236040439e-05,"-10% to -99%","-10% to -99%","","Influenza A",,,,"below"
2023-02-09,"FL",,"SOLID",9.04292330394965e-06,1.09696736919384e-05,2.67760021791855e-05,-0.742389072644495,-3.16126569744941e-05,-0.614895943998103,-4.27532633839214e-05,"-10% to -99%","-10% to -99%","","Influenza A",,,,"below"
2023-02-12,"FL",,"SOLID",4.43814337270828e-05,1.28339724549071e-05,2.51192595961374e-05,-0.656887368666181,-2.45705742824607e-05,-0.654762901709646,-4.76401852043499e-05,"-10% to -99%","-10% to -99%","","Influenza A",,,,"above"
2023-02-13,"FL",,"SOLID",5.04178713517753e-05,1.87474686840397e-05,2.42862620263567e-05,-0.371418813735689,-1.1077586684634e-05,-0.676818095252828,-5.08610827649801e-05,"-10% to -99%","-10% to -99%","","Influenza A",,,,"above"
2023-02-14,"FL",,"SOLID",6.0817042248789e-05,2.6138066772802e-05,2.54686840107053e-05,0.0539840018382958,1.33876552419334e-06,-0.63733829004926,-4.47584265771885e-05,"-9% to 9%","-10% to -99%","","Influenza A",,,,"above"
2023-02-16,"FL",,"SOLID",2.91360199535842e-05,2.8897713836418e-05,2.53060067550954e-05,0.330814913239947,7.18341416264532e-06,-0.600837970095937,-3.8091823848125e-05,"10% to 99%","-10% to -99%","","Influenza A",,,,"above"
2023-02-19,"FL",,"SOLID",1.76076881656785e-05,3.02004255358371e-05,2.47923890355701e-05,0.557979585897209,1.08160730005339e-05,-0.606612688277266,-3.82304596857028e-05,"10% to 99%","-10% to -99%","","Influenza A",,,,"below"
2023-02-20,"FL",,"SOLID",7.05965829337923e-06,3.1208948149177e-05,2.20181266484693e-05,1.43300894378607,1.83816430014154e-05,-0.656673018754191,-4.21135258321295e-05,"100% to 999%","-10% to -99%","","Influenza A",,,,"below"
2023-02-21,"FL",,"SOLID",1.92876480419931e-05,3.26724802546117e-05,2.18210769732751e-05,1.97843684070772,2.17028065626733e-05,-0.638863562016344,-3.86022829488346e-05,"100% to 999%","-10% to -99%","","Influenza A",,,,"below"
2023-02-26,"FL",,"SOLID",0,2.6332275436457e-05,1.95831239456821e-05,1.05176343715689,1.34983029815499e-05,-0.650776894382516,-3.64931311207055e-05,"100% to 999%","-10% to -99%","","Influenza A",,,,"below"
2023-02-27,"FL",,"SOLID",2.02189633397711e-05,2.20181457204564e-05,2.03828072022481e-05,0.174459661276894,3.27067703641674e-06,-0.578000752708672,-2.79177699506224e-05,"10% to 99%","-10% to -99%","","Influenza A",,,,"above"
2023-02-28,"FL",,"SOLID",0,1.33299968277723e-05,1.97340318002871e-05,-0.490015962403047,-1.28080699450297e-05,-0.530561119994251,-2.23034572974319e-05,"-10% to -99%","-10% to -99%","","Influenza A",,,,"below"
2023-03-02,"FL",,"SOLID",0,9.16770826297455e-06,1.90327110496963e-05,-0.682753164666575,-1.97300055734435e-05,-0.482827119204686,-1.77687372792021e-05,"-10% to -99%","-10% to -99%","","Influenza A",,,,"below"
2023-03-05,"FL",,"SOLID",0,6.65232423930619e-06,1.84263748875716e-05,-0.779727466706975,-2.35481012965309e-05,-0.463390270461338,-1.59121282614736e-05,"-10% to -99%","-10% to -99%","","Influenza A",,,,"below"
2023-03-06,"FL",,"SOLID",1.26997568401107e-05,7.45805260312497e-06,1.9333500376151e-05,-0.761028389438954,-2.3750895546052e-05,-0.364556123330872,-1.10916891425417e-05,"-10% to -99%","-10% to -99%","","Influenza A",,,,"below"
2023-03-09,"FL",,"SOLID",2.54403859784612e-05,8.33701516547757e-06,2.05047477100446e-05,-0.744830661752384,-2.43354650891342e-05,-0.234211755256572,-6.27125446914082e-06,"-10% to -99%","-10% to -99%","","Influenza A",,,,"below"
2023-03-12,"FL",,"SOLID",1.38809155327494e-05,1.03200030987275e-05,1.83261392675923e-05,-0.608085403647288,-1.60122723377295e-05,-0.270434735647612,-6.79312032854518e-06,"-10% to -99%","-10% to -99%","","Influenza A",,,,"below"
2023-03-13,"FL",,"SOLID",0,7.43157976447448e-06,1.47248627424655e-05,-0.662479308710815,-1.4586565955982e-05,-0.393695796970103,-9.56139928389126e-06,"-10% to -99%","-10% to -99%","","Influenza A",,,,"below"
2023-03-14,"FL",,"SOLID",0,7.43157976447448e-06,1.03807882961234e-05,-0.442492008025748,-5.89841706329782e-06,-0.592409710224524,-1.50878957145819e-05,"-10% to -99%","-10% to -99%","","Influenza A",,,,"below"
2023-03-16,"FL",,"SOLID",0,7.43157976447448e-06,8.29964401372451e-06,-0.189374317844705,-1.73612849850008e-06,-0.672028696821027,-1.70063627413708e-05,"-10% to -99%","-10% to -99%","","Influenza A",,,,"below"
2023-03-19,"FL",,"SOLID",2.01859005732112e-05,1.03152798463618e-05,8.48380204283399e-06,0.550627942247989,3.66295560705559e-06,-0.657806190816782,-1.63085869927361e-05,"10% to 99%","-10% to -99%","","Influenza A",,,,"below"
2023-03-20,"FL",,"SOLID",0,8.50102886920311e-06,7.97954073616404e-06,0.139845656980366,1.04297626607814e-06,-0.637592204661117,-1.40385859123052e-05,"10% to 99%","-10% to -99%","","Influenza A",,,,"below"
2023-03-22,"FL",,"SOLID",0,4.86668801513723e-06,6.6018515903074e-06,-0.416255348162312,-3.47032715034034e-06,-0.697455281497202,-1.52192253829677e-05,"-10% to -99%","-10% to -99%","","Influenza A",,,,"below"
2023-03-23,"FL",,"SOLID",0,2.88370008188731e-06,6.6018515903074e-06,-0.720571781393856,-7.43630301684018e-06,-0.662880569585372,-1.29812723553747e-05,"-10% to -99%","-10% to -99%","","Influenza A",,,,"below"
2023-03-27,"FL",,"SOLID",1.30608009345354e-05,4.74952878682094e-06,6.0905542756477e-06,-0.360899171193004,-2.68205097765354e-06,-0.701191586849923,-1.42922529266004e-05,"-10% to -99%","-10% to -99%","","Influenza A",,,,"below"
2023-04-02,"FL",,"SOLID",2.44844862990487e-05,8.24731254382789e-06,7.83944615415118e-06,0.109765730195469,8.15732779353414e-07,-0.602744830175194,-1.18945856461359e-05,"10% to 99%","-10% to -99%","","Influenza A",,,,"below"
2023-04-03,"FL",,"SOLID",3.88927954493408e-05,1.3803426179448e-05,1.06175029719612e-05,0.857401335505158,6.37184641497353e-06,-0.442144477250882,-8.41520807773504e-06,"10% to 99%","-10% to -99%","","Influenza A",,,,"below"
2023-04-05,"FL",,"SOLID",7.05286920779276e-06,1.19272788415311e-05,1.11212793439464e-05,0.15627292901199,1.6119989951693e-06,-0.396447786838007,-7.30509554362519e-06,"10% to 99%","-10% to -99%","","Influenza A",,,,"below"
2023-04-06,"FL",,"SOLID",0,1.19272788415311e-05,1.02141538553671e-05,0.403039446759243,3.42624997232798e-06,-0.471686261843878,-9.11934652078386e-06,"10% to 99%","-10% to -99%","","Influenza A",,,,"below"
2023-04-10,"FL",,"SOLID",0,1.19272788415311e-05,8.39698342833416e-06,1.45079997000687,7.06059082639386e-06,-0.59048589394637,-1.21077642817105e-05,"100% to 999%","-10% to -99%","","Influenza A",,,,"below"
2022-11-01,"FL",,"SOLID",0,,,,,,,"None","None","","Monkeypox",,,,"below"
2022-11-03,"FL",,"SOLID",1.34049100458935e-05,,,,,,,"None","None","","Monkeypox",,,,"below"
2022-11-05,"FL",,"SOLID",0,,,,,,,"None","None","","Monkeypox",,,,"below"
2022-11-08,"FL",,"SOLID",0,,,,,,,"None","None","","Monkeypox",,,,"below"
2022-11-10,"FL",,"SOLID",0,,,,,,,"None","None","","Monkeypox",,,,"below"
2022-11-12,"FL",,"SOLID",0,,,,,,,"None","None","","Monkeypox",,,,"below"
2022-11-14,"FL",,"SOLID",0,1.91498714941335e-06,,,,,,"None","None","","Monkeypox",,,,"below"
2022-11-18,"FL",,"SOLID",0,1.91498714941335e-06,,,,,,"None","None","","Monkeypox",,,,"below"
2022-11-19,"FL",,"SOLID",0,0,,,,,,"None","None","","Monkeypox",,,,"below"
2022-11-20,"FL",,"SOLID",0,0,,,,,,"None","None","","Monkeypox",,,,"below"
2022-11-21,"FL",,"SOLID",0,0,,,,,,"None","None","","Monkeypox",,,,"below"
2022-11-22,"FL",,"SOLID",0,0,,,,,,"None","None","","Monkeypox",,,,"below"
2022-11-24,"FL",,"SOLID",7.56078797451096e-06,1.08011256778728e-06,,,,,,"None","None","","Monkeypox",,,,"below"
2022-11-27,"FL",,"SOLID",0,1.08011256778728e-06,1.49754985860032e-06,-0.435968764532876,-8.34874581626074e-07,,,"-10% to -99%","None","","Monkeypox",,,,"below"
2022-11-29,"FL",,"SOLID",1.25815464133308e-05,2.87747634112026e-06,2.39623174526681e-06,0.50260869479033,9.62489191706901e-07,,,"10% to 99%","None","","Monkeypox",,,,"below"
2022-12-01,"FL",,"SOLID",0,2.87747634112026e-06,1.43873817056013e-06,Inf,2.87747634112026e-06,,,"1000%+","None","","Monkeypox",,,,"below"
2022-12-04,"FL",,"SOLID",9.79802866265706e-06,4.27719472149984e-06,2.13859736074992e-06,Inf,4.27719472149984e-06,,,"1000%+","None","","Monkeypox",,,,"below"
2022-12-05,"FL",,"SOLID",0,4.27719472149984e-06,2.13859736074992e-06,Inf,4.27719472149984e-06,,,"1000%+","None","","Monkeypox",,,,"below"
2022-12-06,"FL",,"SOLID",0,4.27719472149984e-06,2.13859736074992e-06,Inf,4.27719472149984e-06,,,"1000%+","None","","Monkeypox",,,,"below"
2022-12-07,"FL",,"SOLID",0,3.19708215371255e-06,2.13859736074992e-06,1.95995273924282,2.11696958592527e-06,,,"100% to 999%","None","","Monkeypox",,,,"below"
2022-12-08,"FL",,"SOLID",0,3.19708215371255e-06,2.13859736074992e-06,1.95995273924282,2.11696958592527e-06,,,"100% to 999%","None","","Monkeypox",,,,"below"
2022-12-12,"FL",,"SOLID",6.46249836185128e-06,2.32293243207262e-06,2.60020438659644e-06,-0.192718842244848,-5.54543909047636e-07,,,"-10% to -99%","None","","Monkeypox",,,,"below"
2022-12-13,"FL",,"SOLID",0,2.32293243207262e-06,2.60020438659644e-06,-0.192718842244848,-5.54543909047636e-07,,,"-10% to -99%","None","","Monkeypox",,,,"below"
2022-12-15,"FL",,"SOLID",9.63546786963514e-06,2.29970946164092e-06,3.28845209157038e-06,-0.46233229689517,-1.97748525985892e-06,,,"-10% to -99%","None","","Monkeypox",,,,"below"
2022-12-18,"FL",,"SOLID",7.45249274694866e-06,3.36435128263358e-06,3.82077300206671e-06,-0.21342106177157,-9.12843438866251e-07,,,"-10% to -99%","None","","Monkeypox",,,,"below"
2022-12-19,"FL",,"SOLID",0,3.36435128263358e-06,3.82077300206671e-06,-0.21342106177157,-9.12843438866251e-07,,,"-10% to -99%","None","","Monkeypox",,,,"below"
2022-12-20,"FL",,"SOLID",0,3.36435128263358e-06,3.28071671817307e-06,0.0523193089444982,1.67269128921029e-07,,,"-9% to 9%","None","","Monkeypox",,,,"below"
2022-12-21,"FL",,"SOLID",0,3.36435128263358e-06,3.28071671817307e-06,0.0523193089444982,1.67269128921029e-07,1.19072286597482,1.78316685957275e-06,"-9% to 9%","100% to 999%","","Monkeypox",,,,"below"
2022-12-22,"FL",,"SOLID",0,2.44113723094054e-06,2.38203483150658e-06,0.0508860254546687,1.18204798867923e-07,-0.00592468311475554,-1.41969137602234e-08,"-9% to 9%","-9% to 9%","","Monkeypox",,,,"below"
2022-12-25,"FL",,"SOLID",0,2.44113723094054e-06,2.38203483150658e-06,0.0508860254546687,1.18204798867923e-07,0.655641645052908,9.43296660946454e-07,"-9% to 9%","10% to 99%","","Monkeypox",,,,"below"
2022-12-26,"FL",,"SOLID",0,1.06464182099267e-06,1.68217564131679e-06,-0.537053771899947,-1.23506764064825e-06,-0.213421061771571,-4.56421719433126e-07,"-10% to -99%","-10% to -99%","","Monkeypox",,,,"below"
2022-12-27,"FL",,"SOLID",0,0,1.68217564131679e-06,-1,-3.36435128263358e-06,-0.213421061771571,-4.56421719433126e-07,"-10% to -99%","-10% to -99%","","Monkeypox",,,,"below"
2022-12-28,"FL",,"SOLID",0,0,1.68217564131679e-06,-1,-3.36435128263358e-06,-0.213421061771571,-4.56421719433126e-07,"-10% to -99%","-10% to -99%","","Monkeypox",,,,"below"
2022-12-29,"FL",,"SOLID",0,0,1.68217564131679e-06,-1,-3.36435128263358e-06,-0.213421061771571,-4.56421719433126e-07,"-10% to -99%","-10% to -99%","","Monkeypox",,,,"below"
2023-01-03,"FL",,"SOLID",0,0,1.68217564131679e-06,-1,-3.36435128263358e-06,-0.213421061771571,-4.56421719433126e-07,"-10% to -99%","-10% to -99%","","Monkeypox",,,,"below"
2023-01-05,"FL",,"SOLID",1.02428732353912e-05,1.46326760505589e-06,1.95220241799821e-06,-0.400579538704546,-9.77869625884656e-07,-0.249211935776492,-6.48001968598224e-07,"-10% to -99%","-10% to -99%","","Monkeypox",,,,"below"
2023-01-08,"FL",,"SOLID",0,1.46326760505589e-06,1.95220241799821e-06,-0.400579538704546,-9.77869625884656e-07,-0.249211935776492,-6.48001968598224e-07,"-10% to -99%","-10% to -99%","","Monkeypox",,,,"below"
2023-01-09,"FL",,"SOLID",8.06330990195378e-06,2.61516901962071e-06,1.83990542030669e-06,1.45638389179785,1.55052719862805e-06,-0.440494990021869,-1.44854667126369e-06,"100% to 999%","-10% to -99%","","Monkeypox",,,,"below"
2023-01-10,"FL",,"SOLID",0,2.61516901962071e-06,1.30758450981036e-06,Inf,2.61516901962071e-06,-0.657769642660513,-2.51318849225635e-06,"1000%+","-10% to -99%","","Monkeypox",,,,"below"
2023-01-12,"FL",,"SOLID",8.59377032262912e-06,3.84285049428202e-06,1.92142524714101e-06,Inf,3.84285049428202e-06,-0.49711086052438,-1.8993477549257e-06,"1000%+","-10% to -99%","","Monkeypox",,,,"below"
2023-01-15,"FL",,"SOLID",0,3.84285049428202e-06,1.92142524714101e-06,Inf,3.84285049428202e-06,-0.414327596010487,-1.35929147103206e-06,"1000%+","-10% to -99%","","Monkeypox",,,,"below"
2023-01-16,"FL",,"SOLID",0,3.84285049428202e-06,1.92142524714101e-06,Inf,3.84285049428202e-06,-0.414327596010487,-1.35929147103206e-06,"1000%+","-10% to -99%","","Monkeypox",,,,"below"
2023-01-17,"FL",,"SOLID",0,2.37958288922613e-06,1.92142524714101e-06,0.626211692929022,9.16315284170242e-07,-0.193368114635943,-4.60609584365574e-07,"10% to 99%","-10% to -99%","","Monkeypox",,,,"below"
2023-01-18,"FL",,"SOLID",0,2.37958288922613e-06,1.92142524714101e-06,0.626211692929022,9.16315284170242e-07,-0.193368114635943,-4.60609584365574e-07,"10% to 99%","-10% to -99%","","Monkeypox",,,,"below"
2023-01-19,"FL",,"SOLID",0,1.2276814746613e-06,1.92142524714101e-06,-0.530553679150207,-1.38748754495941e-06,0.142226293109876,2.39249605824216e-07,"-10% to -99%","10% to 99%","","Monkeypox",,,,"below"
2023-01-22,"FL",,"SOLID",0,1.2276814746613e-06,1.92142524714101e-06,-0.530553679150207,-1.38748754495941e-06,0.142226293109876,2.39249605824216e-07,"-10% to -99%","10% to 99%","","Monkeypox",,,,"below"
2023-01-24,"FL",,"SOLID",0,0,1.92142524714101e-06,-1,-3.84285049428202e-06,0.142226293109876,2.39249605824216e-07,"-10% to -99%","10% to 99%","","Monkeypox",,,,"below"
2023-01-26,"FL",,"SOLID",0,0,1.92142524714101e-06,-1,-3.84285049428202e-06,0.142226293109876,2.39249605824216e-07,"-10% to -99%","10% to 99%","","Monkeypox",,,,"below"
2023-01-29,"FL",,"SOLID",0,0,1.92142524714101e-06,-1,-3.84285049428202e-06,0.142226293109876,2.39249605824216e-07,"-10% to -99%","10% to 99%","","Monkeypox",,,,"below"
2023-01-30,"FL",,"SOLID",0,0,1.18979144461306e-06,-1,-2.37958288922613e-06,-0.3905388941004,-7.6241097338515e-07,"-10% to -99%","-10% to -99%","","Monkeypox",,,,"below"
2023-02-01,"FL",,"SOLID",0,0,1.18979144461306e-06,-1,-2.37958288922613e-06,-0.3905388941004,-7.6241097338515e-07,"-10% to -99%","-10% to -99%","","Monkeypox",,,,"below"
2023-02-02,"FL",,"SOLID",0,0,6.13840737330652e-07,-1,-1.2276814746613e-06,-0.666373754565964,-1.22606468297604e-06,"-10% to -99%","-10% to -99%","","Monkeypox",,,,"below"
2023-02-03,"FL",,"SOLID",9.81849050827175e-06,1.40264150118168e-06,1.31516148792149e-06,0.142512557313487,1.74960026520376e-07,0.00579463740529792,7.57697811113524e-09,"10% to 99%","-9% to 9%","","Monkeypox",,,,"below"
2023-02-06,"FL",,"SOLID",8.48870626974518e-06,2.61531382543099e-06,1.3076569127155e-06,Inf,2.61531382543099e-06,-0.31943388655831,-6.13768334425513e-07,"1000%+","-10% to -99%","","Monkeypox",,,,"below"
2023-02-07,"FL",,"SOLID",0,2.61531382543099e-06,1.3076569127155e-06,Inf,2.61531382543099e-06,-0.31943388655831,-6.13768334425513e-07,"1000%+","-10% to -99%","","Monkeypox",,,,"below"
2023-02-09,"FL",,"SOLID",0,2.61531382543099e-06,1.3076569127155e-06,Inf,2.61531382543099e-06,-0.31943388655831,-6.13768334425513e-07,"1000%+","-10% to -99%","","Monkeypox",,,,"below"
2023-02-12,"FL",,"SOLID",6.33996579689237e-06,3.52102322498704e-06,1.76051161249352e-06,Inf,3.52102322498704e-06,-0.0837470179424977,-1.60913634647486e-07,"1000%+","-9% to 9%","","Monkeypox",,,,"below"
2023-02-13,"FL",,"SOLID",6.30196428775609e-06,4.42130383752363e-06,2.21065191876181e-06,Inf,4.42130383752363e-06,0.150527152722263,2.89226671620806e-07,"1000%+","10% to 99%","","Monkeypox",,,,"below"
2023-02-14,"FL",,"SOLID",1.52035415964276e-05,6.593238351299e-06,3.2966191756495e-06,Inf,6.593238351299e-06,0.715715550503313,1.37519392850849e-06,"1000%+","10% to 99%","","Monkeypox",,,,"below"
2023-02-16,"FL",,"SOLID",0,5.19059685011732e-06,3.2966191756495e-06,2.70058696091939,3.78795534893564e-06,0.715715550503313,1.37519392850849e-06,"100% to 999%","10% to 99%","","Monkeypox",,,,"below"
2023-02-19,"FL",,"SOLID",8.80378899153647e-06,5.23560866751607e-06,3.92546124647353e-06,1.00190455791793,2.62029484208508e-06,1.0429945179051,2.00403599933252e-06,"100% to 999%","100% to 999%","","Monkeypox",,,,"below"
2023-02-20,"FL",,"SOLID",0,5.23560866751607e-06,3.92546124647353e-06,1.00190455791793,2.62029484208508e-06,1.0429945179051,2.00403599933252e-06,"100% to 999%","100% to 999%","","Monkeypox",,,,"below"
2023-02-21,"FL",,"SOLID",0,5.23560866751607e-06,3.92546124647353e-06,1.00190455791793,2.62029484208508e-06,1.0429945179051,2.00403599933252e-06,"100% to 999%","100% to 999%","","Monkeypox",,,,"below"
2023-02-26,"FL",,"SOLID",2.13445285858984e-05,7.37911763737408e-06,5.45007043118056e-06,1.09573103210679,3.85809441238703e-06,3.5806939156072,4.2602789865675e-06,"100% to 999%","100% to 999%","","Monkeypox",,,,"below"
2023-02-27,"FL",,"SOLID",0,6.47883702483749e-06,5.45007043118056e-06,0.465367969025691,2.05753318731386e-06,3.5806939156072,4.2602789865675e-06,"10% to 99%","100% to 999%","","Monkeypox",,,,"below"
2023-02-28,"FL",,"SOLID",0,4.30690251106212e-06,5.45007043118056e-06,-0.346769784196627,-2.28633584023687e-06,7.87863919700204,4.83622969384991e-06,"-10% to -99%","100% to 999%","","Monkeypox",,,,"below"
2023-03-02,"FL",,"SOLID",6.33422039200629e-06,5.21179113849159e-06,5.20119399430446e-06,0.00408320834506627,2.11942883742737e-08,2.95479493740691,3.88603250638296e-06,"-9% to 9%","100% to 999%","","Monkeypox",,,,"below"
2023-03-05,"FL",,"SOLID",0,3.95410699684352e-06,4.5948578321798e-06,-0.244766511795186,-1.28150167067255e-06,2.5138099202474,3.2872009194643e-06,"-10% to -99%","100% to 999%","","Monkeypox",,,,"below"
2023-03-06,"FL",,"SOLID",0,3.95410699684352e-06,4.5948578321798e-06,-0.244766511795186,-1.28150167067255e-06,2.5138099202474,3.2872009194643e-06,"-10% to -99%","100% to 999%","","Monkeypox",,,,"below"
2023-03-09,"FL",,"SOLID",0,3.95410699684352e-06,4.5948578321798e-06,-0.244766511795186,-1.28150167067255e-06,2.5138099202474,3.2872009194643e-06,"-10% to -99%","100% to 999%","","Monkeypox",,,,"below"
2023-03-12,"FL",,"SOLID",0,9.0488862742947e-07,4.14200313240177e-06,-0.877371703244525,-6.47422900994461e-06,1.35272695903164,2.38149151990825e-06,"-10% to -99%","100% to 999%","","Monkeypox",,,,"below"
2023-03-13,"FL",,"SOLID",0,9.0488862742947e-07,3.69186282613348e-06,-0.860331626808877,-5.57394839740802e-06,0.670033529385889,1.48121090737167e-06,"-10% to -99%","10% to 99%","","Monkeypox",,,,"below"
2023-03-14,"FL",,"SOLID",0,9.0488862742947e-07,2.6058955692458e-06,-0.789898047354149,-3.40201388363265e-06,-0.209524840329067,-6.90723606403702e-07,"-10% to -99%","-10% to -99%","","Monkeypox",,,,"below"
2023-03-16,"FL",,"SOLID",0,-1.21004706750614e-22,2.6058955692458e-06,-1,-5.21179113849159e-06,-0.209524840329067,-6.90723606403702e-07,"-10% to -99%","-10% to -99%","","Monkeypox",,,,"below"
2023-03-19,"FL",,"SOLID",0,-1.21004706750614e-22,1.97705349842176e-06,-1,-3.95410699684352e-06,-0.49635128860389,-1.94840774805177e-06,"-10% to -99%","-10% to -99%","","Monkeypox",,,,"below"
2023-03-20,"FL",,"SOLID",1.45659637510313e-05,2.08085196443305e-06,3.01747948063829e-06,-0.473749201502603,-1.87325503241048e-06,-0.231305752069502,-9.07981765835245e-07,"-10% to -99%","-10% to -99%","","Monkeypox",,,,"below"
2023-03-22,"FL",,"SOLID",0,2.08085196443305e-06,3.01747948063829e-06,-0.473749201502603,-1.87325503241048e-06,-0.231305752069502,-9.07981765835245e-07,"-10% to -99%","-10% to -99%","","Monkeypox",,,,"below"
2023-03-23,"FL",,"SOLID",0,2.08085196443305e-06,1.49287029593126e-06,1.29956693161694,1.17596333700358e-06,-0.726082384662342,-3.9572001352493e-06,"100% to 999%","-10% to -99%","","Monkeypox",,,,"below"
2023-03-27,"FL",,"SOLID",1.30608009345354e-05,3.94668066936668e-06,2.42578464839807e-06,3.3615098584873,3.04179204193721e-06,-0.554907651372752,-3.02428578278249e-06,"100% to 999%","-10% to -99%","","Monkeypox",,,,"below"
2023-03-29,"FL",,"SOLID",1.63830927489974e-05,6.28712249065203e-06,3.59600555904075e-06,5.94795171480047,5.38223386322256e-06,-0.340190993043405,-1.85406487213981e-06,"100% to 999%","-10% to -99%","","Monkeypox",,,,"below"
2023-04-02,"FL",,"SOLID",2.44844862990487e-05,9.78490624765898e-06,4.89245312382949e-06,-80863848278441504,9.78490624765898e-06,-0.0593596145064093,-3.08740870474964e-07,"-1000%+","-9% to 9%","","Monkeypox",,,,"below"
2023-04-05,"FL",,"SOLID",0,9.78490624765898e-06,4.89245312382949e-06,-80863848278441504,9.78490624765898e-06,0.0647670292572496,2.97595291649692e-07,"-1000%+","-9% to 9%","","Monkeypox",,,,"below"
2023-04-06,"FL",,"SOLID",5.28514881078201e-05,1.52542668700574e-05,8.66755941724522e-06,6.33077947436476,1.31734149056243e-05,0.886360739290453,4.07270158506542e-06,"100% to 999%","10% to 99%","","Monkeypox",,,,"below"
2023-04-10,"FL",,"SOLID",8.46295317218874e-05,2.73441999731842e-05,1.47125259688086e-05,12.1408675103106,2.52633480087511e-05,2.20195455575804,1.01176681366288e-05,"1000%+","100% to 999%","","Monkeypox",,,,"below"
2022-11-01,"FL",,"SOLID",3.81996168494237e-05,,,,,,,"None","None","","RSV",,,,"above"
2022-11-03,"FL",,"SOLID",2.51935327237775e-05,,,,,,,"None","None","","RSV",,,,"below"
2022-11-05,"FL",,"SOLID",2.32058406882408e-05,,,,,,,"None","None","","RSV",,,,"below"
2022-11-08,"FL",,"SOLID",2.05239312238695e-05,,,,,,,"None","None","","RSV",,,,"below"
2022-11-10,"FL",,"SOLID",1.57177803152265e-05,,,,,,,"None","None","","RSV",,,,"below"
2022-11-12,"FL",,"SOLID",1.70848789646277e-05,,,,,,,"None","None","","RSV",,,,"below"
2022-11-14,"FL",,"SOLID",1.65232061368966e-05,2.23498267002946e-05,,,,,,"None","None","","RSV",,,,"below"
2022-11-18,"FL",,"SOLID",5.12800539191023e-05,2.42184605673916e-05,,,,,,"None","None","","RSV",,,,"above"
2022-11-19,"FL",,"SOLID",5.63884412921335e-05,2.86748760771567e-05,,,,,,"None","None","","RSV",,,,"above"
2022-11-20,"FL",,"SOLID",0,2.53597559788366e-05,,,,,,"None","None","","RSV",,,,"below"
2022-11-21,"FL",,"SOLID",2.44209475660012e-05,2.59164725991411e-05,,,,,,"None","None","","RSV",,,,"above"
2022-11-22,"FL",,"SOLID",3.29394812984578e-05,2.83767155967456e-05,,,,,,"None","None","","RSV",,,,"above"
2022-11-24,"FL",,"SOLID",2.32232652292846e-05,2.9253627920268e-05,,,,,,"None","None","","RSV",,,,"below"
2022-11-27,"FL",,"SOLID",4.45068969407101e-05,3.32512980350985e-05,2.78005623676966e-05,0.487765363060293,1.09014713348039e-05,,,"10% to 99%","None","","RSV",,,,"above"
2022-11-29,"FL",,"SOLID",3.66758485823863e-05,3.11649829869962e-05,2.76917217771939e-05,0.286827579328375,6.94652241960462e-06,,,"10% to 99%","None","","RSV",,,,"below"
2022-12-01,"FL",,"SOLID",3.81497710637602e-05,2.85594586686572e-05,2.86171673729069e-05,-0.00402503599977179,-1.15417408499551e-07,,,"-9% to 9%","None","","RSV",,,,"above"
2022-12-04,"FL",,"SOLID",6.14030527715684e-05,3.73313233503098e-05,3.13455396645732e-05,0.472069501830529,1.19715673714732e-05,,,"10% to 99%","None","","RSV",,,,"above"
